DexNumber,Name,DefName,Generation,Type1,Type2,HP,Attack,Defense,SpAttack,SpDefense,Speed,Size,SizeMulti,Mass,GenderDifference,BaseFriendship,GenderLess,FemaleRatio,EvolTier,EvolLine,EvolMax,LvlBasedEvolution,EvolLvl,Baby,Fossil,Legendary,ParticularSpawn,Rarity,MinWildLvl,MaxWildLvl,XpCategory,CatchRate,EggGroup1,EggGroup2,EggCycles,EggLayTime,EggHatchTime,ExpYield,HPEv,AttackEv,DefenseEv,SpAttackEv,SpDefenseEv,SpeedEv,RimworldShape
215,Sneasel,Sneasel,2,Dark,Ice,55,95,55,35,75,115,0.9,1,28,0,35,0,0.5,1,109,0,0,0,0,0,0,0,3,12,20,MediumSlow,60,Field,,20,6.7,13.3,132,0,0,0,0,0,1,BipedPokemonWithTail
216,Teddiursa,Teddiursa,2,Normal,,60,80,50,50,50,40,0.6,1,8.8,0,50,0,0.5,1,110,0,1,30,0,0,0,0,1,5,12,MediumFast,120,Field,,20,6.7,13.3,124,0,1,0,0,0,0,BipedPokemonWithTail
217,Ursaring,Ursaring,2,Normal,,90,130,75,75,75,55,1.8,1,125.8,0,50,0,0.5,2,110,1,0,0,0,0,0,0,5,30,36,MediumFast,60,Field,,20,6.7,13.3,189,0,2,0,0,0,0,BipedPokemonWithTail
218,Slugma,Slugma,2,Fire,,40,40,40,70,40,20,0.7,1,35,0,50,0,0.5,1,111,0,1,38,0,0,0,0,1,6,14,MediumFast,190,Amorphous,,20,6.7,13.3,78,0,0,0,1,0,0,SnakePokemon
219,Magcargo,Magcargo,2,Fire,Rock,60,50,120,90,80,30,0.8,1,55,0,50,0,0.5,2,111,1,0,0,0,0,0,0,5,38,42,MediumFast,75,Amorphous,,20,6.7,13.3,154,0,0,2,0,0,0,SnakePokemon
220,Swinub,Swinub,2,Ice,Ground,50,50,40,30,30,50,0.4,1,6.5,0,50,0,0.5,1,112,0,1,33,0,0,0,0,1,6,14,Slow,225,Field,,20,6.7,13.3,78,0,1,0,0,0,0,QuadrupedPokemonWithPaws
221,Piloswine,Piloswine,2,Ice,Ground,100,100,80,60,60,50,1.1,1,55.8,0,50,0,0.5,2,112,0,0,0,0,0,0,0,4,33,38,Slow,75,Field,,20,6.7,13.3,160,1,1,0,0,0,0,QuadrupedPokemonWithPaws
222,Corsola,Corsola,2,Water,Rock,65,55,95,65,95,35,0.6,1,5,0,50,0,0.75,1,113,1,0,0,0,0,0,0,4,16,24,Fast,60,Water1,Water3,20,6.7,13.3,113,0,0,1,0,1,0,InsectPokemonWith4Legs
223,Remoraid,Remoraid,2,Water,,35,65,35,65,35,65,0.6,1,12,0,50,0,0.5,1,114,0,1,25,0,0,0,0,1,3,12,MediumFast,190,Water1,Water2,20,6.7,13.3,78,0,0,0,1,0,0,FishPokemonWithPectoralCaudalDorsalFins
224,Octillery,Octillery,2,Water,,75,105,75,105,75,45,0.9,1,28.5,0,50,0,0.5,2,114,1,0,0,0,0,0,0,5,25,30,MediumFast,75,Water1,Water2,20,6.7,13.3,164,0,1,0,1,0,0,TentaclePokemon
225,Delibird,Delibird,2,Ice,Flying,45,55,45,65,45,75,0.9,1,16,0,50,0,0.5,1,115,1,0,0,0,0,0,0,4,18,26,Fast,45,Water1,Field,20,6.7,13.3,183,0,0,0,0,0,1,WingedPokemonWithBeak
226,Mantine,Mantine,2,Water,Flying,85,40,70,80,140,70,2.1,1,220,0,50,0,0.5,2,116,1,0,0,0,0,0,0,6,26,34,Slow,25,Water1,,25,8.3,16.7,168,0,0,0,0,2,0,WingedPokemonWithJaw
227,Skarmory,Skarmory,2,Steel,Flying,65,80,140,40,70,70,1.7,1,50.5,0,50,0,0.5,1,117,1,0,0,0,0,0,0,5,32,38,Slow,25,Flying,,25,8.3,16.7,168,0,0,2,0,0,0,WingedPokemonWithBeak
228,Houndour,Houndour,2,Dark,Fire,45,60,30,80,50,65,0.6,1,10.8,0,35,0,0.5,1,118,0,1,24,0,0,0,0,1,5,14,Slow,120,Field,,20,6.7,13.3,114,0,0,0,1,0,0,QuadrupedPokemonWithPaws
229,Houndoom,Houndoom,2,Dark,Fire,75,90,50,110,80,95,1.4,1,35,0,35,0,0.5,2,118,1,0,0,0,0,0,0,5,24,30,Slow,45,Field,,20,6.7,13.3,204,0,0,0,2,0,0,QuadrupedPokemonWithPaws
230,Kingdra,Kingdra,2,Water,Dragon,75,95,95,95,95,85,1.8,1,152,0,50,0,0.5,3,54,1,0,0,0,0,0,0,8,45,50,MediumFast,45,Water1,Dragon,20,6.7,13.3,207,0,1,0,1,1,0,HeadPokemonWithBody
231,Phanpy,Phanpy,2,Ground,,90,60,60,40,40,40,0.5,1,33.5,0,50,0,0.5,1,119,0,1,25,0,0,0,0,1,5,12,MediumFast,120,Field,,20,6.7,13.3,124,1,0,0,0,0,0,QuadrupedPokemonWithPaws
232,Donphan,Donphan,2,Ground,,90,120,120,60,60,50,1.1,1,120,0,50,0,0.5,2,119,1,0,0,0,0,0,0,5,28,34,MediumFast,60,Field,,20,6.7,13.3,189,0,1,1,0,0,0,QuadrupedPokemonWithPaws
233,Porygon2,Porygon2_,2,Normal,,85,80,90,105,95,60,0.6,1,32.5,0,50,1,-1,2,68,0,0,0,0,0,0,1,7,20,20,MediumFast,45,Mineral,,20,6.7,13.3,180,0,0,0,2,0,0,HeadPokemonWithLegs
234,Stantler,Stantler,2,Normal,,73,95,62,85,65,85,1.4,1,71.2,0,50,0,0.5,1,120,1,0,0,0,0,0,0,4,18,26,Slow,45,Field,,20,6.7,13.3,165,0,1,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
235,Smeargle,Smeargle,2,Normal,,55,20,35,20,45,75,1.2,1,58,0,50,0,0.5,1,121,1,0,0,0,0,0,0,5,16,24,Fast,45,Field,,20,6.7,13.3,106,0,0,0,0,0,1,BipedPokemonWithTail
236,Tyrogue,Tyrogue,2,Fighting,,35,35,35,35,35,35,0.7,1,21,0,50,0,0,1,47,0,1,20,1,0,0,0,3,2,5,MediumFast,75,Undiscovered,,25,8.3,16.7,91,0,1,0,0,0,0,BipedPokemon
237,Hitmontop,Hitmontop,2,Fighting,,50,95,95,35,110,70,1.4,1,48,0,50,0,0,2,47,1,0,0,0,0,0,0,5,30,36,MediumFast,45,HumanLike,,25,8.3,16.7,138,0,0,0,0,2,0,BipedPokemonWithTail
238,Smoochum,Smoochum,2,Ice,Psychic,45,30,15,85,65,65,0.4,1,6,0,50,0,1,1,59,0,1,30,1,0,0,0,3,2,5,MediumFast,45,Undiscovered,,25,8.3,16.7,87,0,0,0,1,0,0,BipedPokemon
239,Elekid,Elekid,2,Electric,,45,63,37,65,55,95,0.6,1,23.5,0,50,0,0.25,1,60,0,1,30,1,0,0,0,3,2,5,MediumFast,45,Undiscovered,,25,8.3,16.7,106,0,0,0,0,0,1,BipedPokemon
240,Magby,Magby,2,Fire,,45,75,37,70,55,83,0.7,1,21.4,0,50,0,0.25,1,61,0,1,30,1,0,0,0,3,2,5,MediumFast,45,Undiscovered,,25,8.3,16.7,117,0,0,0,0,0,1,BipedPokemonWithTail
241,Miltank,Miltank,2,Normal,,95,80,105,40,70,100,1.2,1,75.5,0,50,0,1,1,122,1,0,0,0,0,0,0,4,20,28,Slow,45,Field,,20,6.7,13.3,200,0,0,2,0,0,0,BipedPokemonWithTail
242,Blissey,Blissey,2,Normal,,255,10,10,75,135,55,1.5,1,46.8,0,140,0,1,3,51,1,0,0,0,0,0,0,8,36,40,Fast,30,Fairy,,40,13.3,26.7,255,3,0,0,0,0,0,BipedPokemon
243,Raikou,Raikou,2,Electric,,90,85,75,115,100,115,1.9,1,178,0,35,1,-1,1,123,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,216,0,0,0,1,0,2,QuadrupedPokemonWithPaws
244,Entei,Entei,2,Fire,,115,115,85,90,75,100,2.1,1,198,0,35,1,-1,1,124,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,217,1,2,0,0,0,0,QuadrupedPokemonWithPaws
245,Suicune,Suicune,2,Water,,100,75,115,90,115,85,2,1,187,0,35,1,-1,1,125,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,215,0,0,1,0,2,0,QuadrupedPokemonWithPaws
246,Larvitar,Larvitar,2,Rock,Ground,50,64,50,45,50,41,0.6,1,72,0,35,0,0.5,1,126,0,1,30,0,0,0,0,5,8,16,Slow,45,Monster,,40,13.3,26.7,67,0,1,0,0,0,0,BipedPokemonWithTail
247,Pupitar,Pupitar,2,Rock,Ground,70,84,70,65,70,51,1.2,1,152,0,35,0,0.5,2,126,0,1,55,0,0,0,0,7,30,36,Slow,45,Monster,,40,13.3,26.7,144,0,2,0,0,0,0,SnakePokemon
248,Tyranitar,Tyranitar,2,Rock,Dark,100,134,110,95,100,61,2,1,202,0,35,0,0.5,3,126,1,0,0,0,0,0,0,9,55,58,Slow,45,Monster,,40,13.3,26.7,218,0,3,0,0,0,0,BipedPokemonWithTail
249,Lugia,Lugia,2,Psychic,Flying,106,90,130,90,154,110,5.2,2,216,0,0,1,-1,1,127,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,0,0,0,3,0,WingedPokemonWithJaw
250,Ho-Oh,HoOh,2,Fire,Flying,106,130,90,110,154,90,3.8,2,199,0,0,1,-1,1,128,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,0,0,0,3,0,WingedPokemonWithBeak
251,Celebi,Celebi,2,Psychic,Grass,100,100,100,100,100,100,0.6,1,5,0,100,1,-1,1,129,1,0,0,0,0,1,0,10,30,30,MediumSlow,45,Undiscovered,,120,40,80,64,3,0,0,0,0,0,BipedPokemon
252,Treecko,Treecko,3,Grass,,40,45,35,65,55,70,0.5,1,5,0,50,0,0.125,1,130,0,1,16,0,0,0,0,3,5,12,MediumSlow,45,Monster,Dragon,20,6.7,13.3,65,0,0,0,0,0,1,BipedPokemonWithTail
253,Grovyle,Grovyle,3,Grass,,50,65,45,85,65,95,0.9,1,21.6,0,50,0,0.125,2,130,0,1,36,0,0,0,0,5,20,27,MediumSlow,45,Monster,Dragon,20,6.7,13.3,141,0,0,0,0,0,2,BipedPokemonWithTail
254,Sceptile,Sceptile,3,Grass,,70,85,65,105,85,120,1.7,1,52.2,0,50,0,0.125,3,130,1,0,0,0,0,0,0,7,35,42,MediumSlow,45,Monster,Dragon,20,6.7,13.3,208,0,0,0,0,0,3,BipedPokemonWithTail
255,Torchic,Torchic,3,Fire,,45,60,40,70,50,45,0.4,1,2.5,0,50,0,0.125,1,131,0,1,16,0,0,0,0,3,5,12,MediumSlow,45,Field,,20,6.7,13.3,65,0,0,0,1,0,0,HeadPokemonWithLegs
256,Combusken,Combusken,3,Fire,Fighting,60,85,60,85,60,55,0.9,1,19.5,0,50,0,0.125,2,131,0,1,36,0,0,0,0,5,20,27,MediumSlow,45,Field,,20,6.7,13.3,142,0,1,0,1,0,0,BipedPokemonWithTail
257,Blaziken,Blaziken,3,Fire,Fighting,80,120,70,110,70,80,1.9,1,52,0,50,0,0.125,3,131,1,0,0,0,0,0,0,7,36,42,MediumSlow,45,Field,,20,6.7,13.3,209,0,3,0,0,0,0,BipedPokemonWithTail
258,Mudkip,Mudkip,3,Water,,50,70,50,50,50,40,0.4,1,7.6,0,50,0,0.125,1,132,0,1,16,0,0,0,0,3,5,12,MediumSlow,45,Monster,Water1,20,6.7,13.3,65,0,1,0,0,0,0,QuadrupedPokemonWithPaws
259,Marshtomp,Marshtomp,3,Water,Ground,70,85,70,60,70,50,0.7,1,28,0,50,0,0.125,2,132,0,1,36,0,0,0,0,5,20,27,MediumSlow,45,Monster,Water1,20,6.7,13.3,143,0,2,0,0,0,0,BipedPokemonWithTail
260,Swampert,Swampert,3,Water,Ground,100,110,90,85,90,60,1.5,1,81.9,0,50,0,0.125,3,132,1,0,0,0,0,0,0,7,36,42,MediumSlow,45,Monster,Water1,20,6.7,13.3,210,0,3,0,0,0,0,BipedPokemonWithTail
261,Poochyena,Poochyena,3,Dark,,35,55,35,30,30,35,0.5,1,13.6,0,50,0,0.5,1,133,0,1,18,0,0,0,0,1,4,10,MediumFast,255,Field,,15,5,10,55,0,1,0,0,0,0,QuadrupedPokemonWithPaws
262,Mightyena,Mightyena,3,Dark,,70,90,70,60,60,70,1,1,37,0,50,0,0.5,2,133,1,0,0,0,0,0,0,5,20,28,MediumFast,127,Field,,15,5,10,128,0,2,0,0,0,0,QuadrupedPokemonWithPaws
263,Zigzagoon,Zigzagoon,3,Normal,,38,30,41,30,41,60,0.4,1,17.5,0,50,0,0.5,1,134,0,1,20,0,0,0,0,1,3,10,MediumFast,255,Field,,15,5,10,60,0,0,0,0,0,1,QuadrupedPokemonWithPaws
264,Linoone,Linoone,3,Normal,,78,70,61,50,61,100,0.5,1,32.5,0,50,0,0.5,2,134,1,0,0,0,0,0,0,4,20,26,MediumFast,90,Field,,15,5,10,128,0,0,0,0,0,2,QuadrupedPokemonWithPaws
265,Wurmple,Wurmple,3,Bug,,45,45,35,20,30,20,0.3,1,3.6,0,50,0,0.5,1,135,0,1,7,0,0,0,0,1,2,5,MediumFast,255,Bug,,15,5,10,54,1,0,0,0,0,0,InsectPokemonWith6Legs
266,Silcoon,Silcoon,3,Bug,,50,35,55,25,25,15,0.6,1,10,0,50,0,0.5,2,135,0,1,10,0,0,0,0,3,6,8,MediumFast,120,Bug,,15,5,10,72,0,0,2,0,0,0,HeadPokemon
267,Beautifly,Beautifly,3,Bug,Flying,60,70,50,100,50,65,1,1,28.4,0,50,0,0.5,3,135,1,0,0,0,0,0,0,5,15,25,MediumFast,45,Bug,,15,5,10,161,0,0,0,3,0,0,InsectPokemonWithWingsAndLegs
268,Cascoon,Cascoon,3,Bug,,50,35,55,25,25,15,0.7,1,11.5,0,50,0,0.5,2,135,0,1,10,0,0,0,0,3,6,8,MediumFast,120,Bug,,15,5,10,72,0,0,2,0,0,0,HeadPokemon
269,Dustox,Dustox,3,Bug,Poison,60,50,70,50,90,65,1.2,1,31.6,0,50,0,0.5,3,135,1,0,0,0,0,0,0,5,15,25,MediumFast,45,Bug,,15,5,10,161,0,0,0,0,3,0,InsectPokemonWithWingsAndLegs
270,Lotad,Lotad,3,Water,Grass,40,30,30,40,50,30,0.5,1,2.6,0,50,0,0.5,1,136,0,1,14,0,0,0,0,1,3,9,MediumSlow,255,Water1,Grass,15,5,10,74,0,0,0,0,1,0,InsectPokemonWith6Legs
271,Lombre,Lombre,3,Water,Grass,60,50,50,60,70,50,1.2,1,32.5,0,50,0,0.5,2,136,0,0,0,0,0,0,0,4,16,22,MediumSlow,120,Water1,Grass,15,5,10,141,0,0,0,0,2,0,BipedPokemon
272,Ludicolo,Ludicolo,3,Water,Grass,80,70,70,90,100,70,1.5,1,55,0,50,0,0.5,3,136,1,0,0,0,0,0,0,7,28,36,MediumSlow,45,Water1,Grass,15,5,10,181,0,0,0,0,3,0,BipedPokemon
273,Seedot,Seedot,3,Grass,,40,40,50,30,30,30,0.5,1,4,0,50,0,0.5,1,137,0,1,14,0,0,0,0,1,3,9,MediumSlow,255,Field,Grass,15,5,10,74,0,0,1,0,0,0,HeadPokemonWithLegs
274,Nuzleaf,Nuzleaf,3,Grass,Dark,70,70,40,60,40,60,1,1,28,0,50,0,0.5,2,137,0,0,0,0,0,0,0,4,16,22,MediumSlow,120,Field,Grass,15,5,10,141,0,2,0,0,0,0,BipedPokemon
275,Shiftry,Shiftry,3,Grass,Dark,90,100,60,90,60,80,1.3,1,59.6,0,50,0,0.5,3,137,1,0,0,0,0,0,0,7,28,36,MediumSlow,45,Field,Grass,15,5,10,181,0,3,0,0,0,0,BipedPokemon
276,Taillow,Taillow,3,Normal,Flying,40,55,30,30,30,85,0.3,1,2.3,0,50,0,0.5,1,138,0,1,22,0,0,0,0,1,4,10,MediumSlow,200,Flying,,15,5,10,59,0,0,0,0,0,1,WingedPokemonWithBeak
277,Swellow,Swellow,3,Normal,Flying,60,85,60,75,50,125,0.7,1,19.8,0,50,0,0.5,2,138,1,0,0,0,0,0,0,5,24,30,MediumSlow,45,Flying,,15,5,10,162,0,0,0,0,0,2,WingedPokemonWithBeak
278,Wingull,Wingull,3,Water,Flying,40,30,30,55,30,85,0.6,1,9.5,0,50,0,0.5,1,139,0,1,25,0,0,0,0,1,4,12,MediumFast,190,Water1,Flying,20,6.7,13.3,64,0,0,0,0,0,1,WingedPokemonWithBeak
279,Pelipper,Pelipper,3,Water,Flying,60,50,100,95,70,65,1.2,1,28,0,50,0,0.5,2,139,1,0,0,0,0,0,0,5,26,32,MediumFast,45,Water1,Flying,20,6.7,13.3,164,0,0,2,0,0,0,WingedPokemonWithBeak
280,Ralts,Ralts,3,Psychic,Fairy,28,25,25,45,35,40,0.4,1,6.6,0,35,0,0.5,1,140,0,1,20,0,0,0,0,4,5,12,Slow,235,HumanLike,Amorphous,20,6.7,13.3,70,0,0,0,1,0,0,BipedPokemon
281,Kirlia,Kirlia,3,Psychic,Fairy,38,35,35,65,55,50,0.8,1,20.2,0,35,0,0.5,2,140,0,1,30,0,0,0,0,6,20,24,Slow,120,HumanLike,Amorphous,20,6.7,13.3,140,0,0,0,2,0,0,BipedPokemon
282,Gardevoir,Gardevoir,3,Psychic,Fairy,68,65,65,125,115,80,1.6,1,48.4,0,35,0,1,3,140,1,0,0,0,0,0,0,8,34,40,Slow,45,HumanLike,Amorphous,20,6.7,13.3,208,0,0,0,3,0,0,BipedPokemon
283,Surskit,Surskit,3,Bug,Water,40,30,32,50,52,65,0.5,1,1.7,0,50,0,0.5,1,141,0,1,22,0,0,0,0,1,4,10,MediumFast,200,Water1,Bug,15,5,10,63,0,0,0,0,0,1,InsectPokemonWith4Legs
284,Masquerain,Masquerain,3,Bug,Flying,70,60,62,100,82,80,0.8,1,3.6,0,50,0,0.5,2,141,1,0,0,0,0,0,0,5,22,28,MediumFast,75,Water1,Bug,15,5,10,128,0,0,0,1,1,0,InsectPokemonWithWingsAndLegs
285,Shroomish,Shroomish,3,Grass,,60,40,60,40,60,35,0.4,1,4.5,0,50,0,0.5,1,142,0,1,23,0,0,0,0,2,5,12,Fluctuating,255,Fairy,Grass,15,5,10,65,1,0,0,0,0,0,HeadPokemonWithLegs
286,Breloom,Breloom,3,Grass,Fighting,60,130,80,60,60,70,1.2,1,39.2,0,50,0,0.5,2,142,1,0,0,0,0,0,0,6,26,32,Fluctuating,90,Fairy,Grass,15,5,10,165,0,2,0,0,0,0,BipedPokemonWithTail
287,Slakoth,Slakoth,3,Normal,,60,60,60,35,35,30,0.8,1,24,0,50,0,0.5,1,143,0,1,18,0,0,0,0,2,4,10,Slow,255,Field,,15,5,10,83,1,0,0,0,0,0,QuadrupedPokemonWithPaws
288,Vigoroth,Vigoroth,3,Normal,,80,80,80,55,55,90,1.4,1,46.5,0,50,0,0.5,2,143,0,1,36,0,0,0,0,5,20,26,Slow,120,Field,,15,5,10,126,0,0,0,0,0,2,BipedPokemonWithTail
289,Slaking,Slaking,3,Normal,,150,160,100,95,65,100,2,1,130.5,0,50,0,0.5,3,143,1,0,0,0,0,0,0,7,38,44,Slow,45,Field,,15,5,10,210,3,0,0,0,0,0,BipedPokemon
290,Nincada,Nincada,3,Bug,Ground,31,45,90,30,30,40,0.5,1,5.5,0,50,0,0.5,1,144,0,1,20,0,0,0,0,2,4,10,Erratic,255,Bug,,15,5,10,65,0,0,1,0,0,0,InsectPokemonWith4Legs
291,Ninjask,Ninjask,3,Bug,Flying,61,90,45,50,50,160,0.8,1,12,0,50,0,0.5,2,144,1,0,0,0,0,0,0,5,22,28,Erratic,120,Bug,,15,5,10,155,0,0,0,0,0,2,InsectPokemonWithWingsAndLegs
292,Shedinja,Shedinja,3,Bug,Ghost,1,90,45,30,30,40,0.8,1,1.2,0,50,1,-1,2,144,1,0,0,0,0,0,1,5,22,28,Erratic,45,Mineral,,15,5,10,95,2,0,0,0,0,0,HeadPokemonWithBody
293,Whismur,Whismur,3,Normal,,64,51,23,51,23,28,0.6,1,16.3,0,50,0,0.5,1,145,0,1,20,0,0,0,0,1,3,10,MediumSlow,190,Monster,Field,20,6.7,13.3,68,1,0,0,0,0,0,BipedPokemonWithTail
294,Loudred,Loudred,3,Normal,,84,71,43,71,43,48,1,1,40.5,0,50,0,0.5,2,145,0,1,40,0,0,0,0,4,20,26,MediumSlow,120,Monster,Field,20,6.7,13.3,126,2,0,0,0,0,0,BipedPokemonWithTail
295,Exploud,Exploud,3,Normal,,104,91,63,91,73,68,1.5,1,84,0,50,0,0.5,3,145,1,0,0,0,0,0,0,7,40,45,MediumSlow,45,Monster,Field,20,6.7,13.3,184,3,0,0,0,0,0,BipedPokemonWithTail
296,Makuhita,Makuhita,3,Fighting,,72,60,30,20,30,25,1,1,86.4,0,50,0,0.25,1,146,0,1,24,0,0,0,0,2,8,14,Fluctuating,180,HumanLike,,20,6.7,13.3,87,1,0,0,0,0,0,BipedPokemon
297,Hariyama,Hariyama,3,Fighting,,144,120,60,40,60,50,2.3,1,253.8,0,50,0,0.25,2,146,1,0,0,0,0,0,0,6,28,36,Fluctuating,200,HumanLike,,20,6.7,13.3,184,2,0,0,0,0,0,BipedPokemon
298,Azurill,Azurill,3,Normal,Fairy,50,20,40,20,40,20,0.2,1,2,0,50,0,0.75,1,90,0,0,0,1,0,0,0,3,2,5,Fast,150,Undiscovered,,10,3.3,6.7,33,1,0,0,0,0,0,HeadPokemonWithLegs
299,Nosepass,Nosepass,3,Rock,,30,45,135,45,90,30,1,1,97,0,50,0,0.5,1,147,0,1,38,0,0,0,0,2,8,18,MediumFast,255,Mineral,,20,6.7,13.3,108,0,0,1,0,0,0,BipedPokemon
300,Skitty,Skitty,3,Normal,,50,45,45,35,35,50,0.6,1,11,0,50,0,0.75,1,148,0,0,0,0,0,0,0,1,3,10,Fast,255,Field,Fairy,15,5,10,65,0,0,0,0,0,1,QuadrupedPokemonWithPaws
301,Delcatty,Delcatty,3,Normal,,70,65,65,55,55,90,1.1,1,32.6,0,50,0,0.75,2,148,1,0,0,0,0,0,0,5,22,28,Fast,60,Field,Fairy,15,5,10,138,1,0,0,0,0,1,QuadrupedPokemonWithPaws
302,Sableye,Sableye,3,Dark,Ghost,50,75,75,65,65,50,0.5,1,11,0,35,0,0.5,1,149,1,0,0,0,0,0,0,5,18,26,MediumSlow,45,HumanLike,,25,8.3,16.7,98,0,1,1,0,0,0,BipedPokemon
303,Mawile,Mawile,3,Steel,Fairy,50,85,85,55,55,50,0.6,1,11.5,0,50,0,0.5,1,150,1,0,0,0,0,0,0,5,18,26,Fast,45,Field,Fairy,20,6.7,13.3,98,0,1,1,0,0,0,BipedPokemon
304,Aron,Aron,3,Steel,Rock,50,70,100,40,40,30,0.4,1,60,0,35,0,0.5,1,151,0,1,32,0,0,0,0,3,5,12,Slow,180,Monster,,35,11.7,23.3,96,0,0,1,0,0,0,QuadrupedPokemonWithPaws
305,Lairon,Lairon,3,Steel,Rock,60,90,140,50,50,40,0.9,1,120,0,35,0,0.5,2,151,0,1,42,0,0,0,0,6,32,35,Slow,90,Monster,,35,11.7,23.3,152,0,0,2,0,0,0,QuadrupedPokemonWithPaws
306,Aggron,Aggron,3,Steel,Rock,70,110,180,60,60,50,2.1,1,360,0,35,0,0.5,3,151,1,0,0,0,0,0,0,8,42,48,Slow,45,Monster,,35,11.7,23.3,205,0,0,3,0,0,0,BipedPokemonWithTail
307,Meditite,Meditite,3,Fighting,Psychic,30,40,55,40,55,60,0.6,1,11.2,0,50,0,0.5,1,152,0,1,37,0,0,0,0,2,6,16,MediumFast,180,HumanLike,,20,6.7,13.3,91,0,0,0,0,0,1,BipedPokemon
308,Medicham,Medicham,3,Fighting,Psychic,60,60,75,60,75,80,1.3,1,31.5,0,50,0,0.5,2,152,1,0,0,0,0,0,0,6,38,44,MediumFast,90,HumanLike,,20,6.7,13.3,153,0,0,0,0,0,2,BipedPokemon
309,Electrike,Electrike,3,Electric,,40,45,40,65,40,65,0.6,1,15.2,0,50,0,0.5,1,153,0,1,26,0,0,0,0,1,5,12,Slow,120,Field,,20,6.7,13.3,104,0,0,0,0,0,1,QuadrupedPokemonWithPaws
310,Manectric,Manectric,3,Electric,,70,75,60,105,60,105,1.5,1,40.2,0,50,0,0.5,2,153,1,0,0,0,0,0,0,5,28,34,Slow,45,Field,,20,6.7,13.3,168,0,0,0,0,0,2,QuadrupedPokemonWithPaws
311,Plusle,Plusle,3,Electric,,60,50,40,85,75,95,0.4,1,4.2,0,50,0,0.5,1,154,1,0,0,0,0,0,0,2,16,24,MediumFast,200,Fairy,,20,6.7,13.3,120,0,0,0,0,0,1,BipedPokemonWithTail
312,Minun,Minun,3,Electric,,60,40,50,75,85,95,0.4,1,4.2,0,50,0,0.5,1,155,1,0,0,0,0,0,0,2,16,24,MediumFast,200,Fairy,,20,6.7,13.3,120,0,0,0,0,0,1,BipedPokemonWithTail
313,Volbeat,Volbeat,3,Bug,,65,73,75,47,85,85,0.7,1,17.7,0,50,0,0,1,156,1,0,0,0,0,0,0,4,16,24,Erratic,150,Bug,HumanLike,15,5,10,146,0,0,0,0,0,1,BipedPokemonWithTail
314,Illumise,Illumise,3,Bug,,65,47,75,73,85,85,0.6,1,17.7,0,50,0,1,1,157,1,0,0,0,0,0,0,4,16,24,Fluctuating,150,Bug,HumanLike,15,5,10,146,0,0,0,0,0,1,BipedPokemon
315,Roselia,Roselia,3,Grass,Poison,50,60,45,100,80,65,0.3,1,2,0,50,0,0.5,2,158,0,0,0,0,0,0,0,2,16,24,MediumSlow,150,Fairy,Grass,20,6.7,13.3,152,0,0,0,2,0,0,BipedPokemon
316,Gulpin,Gulpin,3,Poison,,70,43,53,43,53,40,0.4,1,10.3,0,50,0,0.5,1,159,0,1,26,0,0,0,0,2,5,12,Fluctuating,225,Amorphous,,20,6.7,13.3,75,1,0,0,0,0,0,HeadPokemonWithArms
317,Swalot,Swalot,3,Poison,,100,73,83,73,83,55,1.7,1,80,0,50,0,0.5,2,159,1,0,0,0,0,0,0,5,26,34,Fluctuating,75,Amorphous,,20,6.7,13.3,168,2,0,0,0,0,0,HeadPokemonWithArms
318,Carvanha,Carvanha,3,Water,Dark,45,90,20,65,20,65,0.8,1,20.8,0,35,0,0.5,1,160,0,1,30,0,0,0,0,2,6,14,Slow,225,Water2,,20,6.7,13.3,88,0,1,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
319,Sharpedo,Sharpedo,3,Water,Dark,70,120,40,95,40,95,1.8,1,88.8,0,35,0,0.5,2,160,1,0,0,0,0,0,0,5,32,38,Slow,60,Water2,,20,6.7,13.3,175,0,2,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
320,Wailmer,Wailmer,3,Water,,130,70,35,70,35,60,2,1,130,0,50,0,0.5,1,161,0,1,40,0,0,0,0,4,14,20,Fluctuating,125,Field,Water2,40,13.3,26.7,137,1,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
321,Wailord,Wailord,3,Water,,170,90,45,90,45,60,14.5,2,398,0,50,0,0.5,2,161,1,0,0,0,0,0,0,8,40,46,Fluctuating,60,Field,Water2,40,13.3,26.7,206,2,0,0,0,0,0,FishPokemonWithPectoralCaudalDorsalFins
322,Numel,Numel,3,Fire,Ground,60,60,40,65,45,35,0.7,1,24,0,50,0,0.5,1,162,0,1,33,0,0,0,0,2,6,14,MediumFast,255,Field,,20,6.7,13.3,88,0,0,0,1,0,0,QuadrupedPokemonWithPaws
